	Citrus Fire	RN17	Hliana	Rocky Hemp	Bialobrzeskie	Colorado Cherry	Stable Fire Cherry 308	CW x Harlequin Tsunami	USO-31 (A)	Cherry Wine (B)	Fibranova	Nebraska Feral x AC/DC	SS Alpha	Cherry Wine (C)	RN-13A (A)	Authentic Hemp	Bama	RN-13A (B)	FL70 S1	Tangerine (A)	Franklin	Kataini	Martha	X-59	Elektra (B)	Cascade OG	Grandi	URCBD 1	URCBD 7	Han-FH-Q	Oregon CBD	Illinois Feral	Sour Space Candy (B)	SC-1 x Logan	Brilliance (herm)	Otto II (B)	Keystone NY Feral	#5	Cherry (A)	Sterling Gold	Wojko	Anka	RN16	Cherry x Wulf	Cherry Wine (D)	Canda	URCBD 5	Ferimon	Rogue	Joey	18AB092701 (WI)	RNF	Sisters F1	Eletta Campana	Lifter (B)	Pewter River	A2R4 x AC/DC	Earlina 8	Yuma	Elektra 1	Cherry Wine x C	Dead Lights	SC-1	Cobbler	CRS-1	R4 x Wife x Hemp	Otto II (A)	Han-Cold	Brilliance	KG9201	Han-FN-H	Pineberry	Carmagnola Selezionata	Special Sauce (B)	Berry Blossom	Oregon Bush	BaOx (C)	Cherry x 5	Si-1	Wild Horse	Tangerine (C)	TJ's CBD S1 (female)	Vermont Sauce	18AB092101 (WI)	Cherry Wine (standard)	Han-NE	AC/DC x Otto II (A)	Bish Feral	Tangerine (B)	Anka x Logan	Cherry (B)	Nebraska Feral	18AB092801 (WI)	Wolf	Berry Blossom (standard)	Carmagnola	Lifter (A)	FL70	TJ's CBD (B)	A2R4	Hawaiian Haze (B)	TJs CBD S1 (male)	Super Cherry F2	Fermion	FL80	RN19	Victoria	18AB092702 (WI)	RNA Auto	Logan 20	Cherry Wine (A)	Fedora 17	18AB101101 (WI)	Cherry 5	Cherry 308	Cherry x BaOx	Cherry Wine (dwarf)	Sour Space Candy (A)	NWG 331	Hass Hemp	Tygra	FL49	XYZ	Puma	Futura 75	CFX-1	Deschutes	Swift	Picolo	Hawaiian Haze (A)	Marten's Kashong	T-2 (B)	Special Sauce (C)	TJ's CBD (A)	Late Sue (B)	Sisters F2	Hlukhivskii-51	Magic Bullet	CBDawg	FL58	Umpqua	AC/DC x Otto II (B)	VT Cherry	Double Cherries (B)	Green Mountain	FL71	18AB100501 (WI)	Box Wine	Cherry x A	Stout	Cherry x 2	BaOx (A)	NWG Elite	Fresh Start	USO-31 (B)	URCBD 4	AC/DC	A2R4 x Nebraska Feral	NY Cherry	Double Cherries (A)	Elektra (A)	Sour Tsunami	FL71 S1	Cherry 307	Berry Blossom (dwarf)	NY Feral 2019	BaOx (B)	Portugal	Georgina	Hlesia	Suver Haze	KG9202	Cascade	T-1 (B)	ABC	T-2 (A)	URCBD 6	Helena	URCBD 3	Han-NW	Cherry (C)	Felina 32	CFX-2	Special Sauce (A)	URCBD 2	Young Slim	T-1 (A)	Late Sue (A)	AC/DC x Otto II (C)	Dell Riley Field
Sour Tsunami	0.3102517	0.24827778	0.3413812	0.32570323	0.3318462	0.27119216	0.26385581	0.25649986	0.33778992	0.27836406	0.31790996	0.33088383	0.3178567	0.2563701	0.28292245	0.2637545	0.31763253	0.3293013	0.21616937	0.29472038	0.3305857	0.34228146	0.3234967	0.33824432	0.2481386	0.27532798	0.34120092	0.25236005	0.33770758	0.31748906	0.2809785	0.33870435	0.26285905	0.32715157	0.24119212	0.30952033	0.3227717	0.34161836	0.29038724	0.33049694	0.3281863	0.3273682	0.27545807	0.27308592	0.27113128	0.33359393	0.32263345	0.33992597	0.28911972	0.33237416	0.32405448	0.26956892	0.25824818	0.3148807	0.26214027	0.3257572	0.3393255	0.34793794	0.32041568	0.26644745	0.27247858	0.25132492	0.3323498	0.28001267	0.33427134	0.31486955	0.28628293	0.32089242	0.26356167	0.3061073	0.32135338	0.2698927	0.31302756	0.2595742	0.2581216	0.2691751	0.3198392	0.32739124	0.31591764	0.31621382	0.29320383	0.3053518	0.30218738	0.33494875	0.26799503	0.3171504	0.3046914	0.33529738	0.2919127	0.32785347	0.30234486	0.33456248	0.33698076	0.31937847	0.2518431	0.3207701	0.277415	0.22648212	0.29167572	0.32300907	0.2662266	0.3206903	0.28277454	0.33633238	0.23858193	0.26298755	0.32400382	0.32430643	0.29497725	0.33476415	0.23066416	0.3387996	0.3259418	0.24713048	0.2832071	0.30241936	0.26454633	0.2799871	0.32428187	0.2975221	0.3281462	0.21418944	0.302057	0.3173302	0.32448643	0.34137332	0.29711437	0.3522212	0.3419813	0.273553	0.33978748	0.29169548	0.28681797	0.29146153	0.33453357	0.2621761	0.33571517	0.3103962	0.2763178	0.19460122	0.30432603	0.25826162	0.30700502	0.26497543	0.31700277	0.22842519	0.3235338	0.31065995	0.21682175	0.29895806	0.33256304	0.32109055	0.3396506	0.24041042	0.3365461	0.31153768	0.3264934	0.33742195	0.27460757	0.27666846	0.25573704	0	0.21830656	0.21867384	0.26910457	0.30545613	0.33586538	0.34152743	0.31571457	0.33642596	0.2657479	0.27772024	0.2651296	0.29322845	0.20246357	0.29888675	0.2828613	0.3320962	0.25555965	0.32035705	0.3193579	0.3311666	0.33752438	0.33337477	0.24761713	0.3214137	0.29989684	0.33301133	0.3074493	0.32903248
FL71 S1	0.29908642	0.19545433	0.35001525	0.32173294	0.3568669	0.22980914	0.24702367	0.24366748	0.3504943	0.27990648	0.33094952	0.3210376	0.31411356	0.2662037	0.26825166	0.2280685	0.3002241	0.3279153	0.08346986	0.25503615	0.29896894	0.36526397	0.328203	0.35756686	0.22093078	0.27073485	0.34615576	0.21475488	0.34974563	0.2969922	0.24801531	0.34249514	0.23413292	0.32191625	0.24306436	0.3005174	0.3205066	0.34753516	0.2526179	0.3140951	0.35857555	0.34827402	0.23533519	0.22906849	0.21910499	0.34200203	0.32129583	0.35477188	0.24264213	0.35686004	0.3235723	0.26244506	0.2616047	0.32921386	0.2562126	0.3192892	0.33244738	0.357668	0.29792473	0.25018606	0.2538947	0.2336538	0.32234648	0.26454258	0.33842617	0.3008549	0.29322106	0.30163762	0.24269179	0.26670918	0.31144056	0.25856814	0.32777637	0.22430706	0.21710059	0.253155	0.2823705	0.33582908	0.29281566	0.3169942	0.24042659	0.2551463	0.29021254	0.33322594	0.22697707	0.29844952	0.3024682	0.32914722	0.24034472	0.3352111	0.3085993	0.33309856	0.33332053	0.3266491	0.19707726	0.33800635	0.26159027	0.09888469	0.23739362	0.30240104	0.25378665	0.30358452	0.28587443	0.3616694	0.09793575	0.23026074	0.32469374	0.319641	0.26888424	0.33431783	0.20698458	0.35023007	0.3257359	0.2059611	0.23511602	0.28037497	0.21303493	0.22285017	0.34627312	0.26872534	0.35150814	0.093969055	0.2680492	0.29834905	0.3333832	0.34801248	0.2601758	0.3708318	0.36196616	0.25410748	0.348645	0.25510705	0.2765795	0.25254348	0.30063853	0.24516912	0.34928608	0.3046427	0.2777093	0.10569797	0.26420426	0.23680066	0.28361416	0.23915583	0.30438974	0.069549374	0.32275113	0.2732548	0.20736682	0.25043157	0.31527013	0.29154876	0.3530809	0.24172038	0.3472711	0.29759142	0.30796504	0.31582883	0.24161553	0.23260285	0.22466806	0.21830656	0	0.18217482	0.22647959	0.26942337	0.3197705	0.3631085	0.3185704	0.34455588	0.25813794	0.2523985	0.22584687	0.256555	0.19389667	0.24993852	0.27853692	0.33588055	0.26449713	0.298862	0.3077659	0.35764897	0.34165853	0.3265425	0.24296716	0.31682462	0.27728847	0.31446722	0.27677348	0.35863456
Cherry 307	0.29011232	0.21023965	0.35029018	0.32402346	0.35375673	0.18485613	0.22782406	0.24533603	0.3490761	0.24006738	0.32537	0.31762382	0.3129128	0.21769242	0.27121544	0.25316876	0.29828295	0.33125016	0.17564304	0.2817813	0.32004422	0.3627081	0.31610838	0.3589303	0.24729349	0.26966763	0.34750938	0.19422457	0.3475624	0.29747874	0.2601829	0.34013996	0.26328385	0.3149446	0.2572644	0.30016235	0.32426426	0.35099015	0.23353395	0.3120706	0.3543769	0.34181428	0.26180112	0.23304385	0.21353774	0.34138888	0.3160475	0.3525602	0.22495008	0.3556243	0.31734842	0.2639391	0.2437441	0.32030797	0.24963711	0.32399803	0.3284603	0.35704973	0.29934612	0.23552017	0.2579812	0.23384616	0.32531604	0.2583992	0.34144536	0.30174357	0.26970676	0.29870322	0.24538477	0.2596292	0.31761682	0.24793948	0.31800961	0.22877769	0.20856163	0.26161447	0.27642605	0.33518007	0.29408702	0.3109042	0.2664654	0.27509204	0.27797866	0.32946268	0.22179337	0.30433077	0.29155633	0.32536465	0.266526	0.3317886	0.30410597	0.32873437	0.3325619	0.3248677	0.22421211	0.33167484	0.24096315	0.17262179	0.2584233	0.29829448	0.24503481	0.3018411	0.2528237	0.3635938	0.18256299	0.23830187	0.31876728	0.31651783	0.28134868	0.33274567	0.21541178	0.3465555	0.3198944	0.19506203	0.20846413	0.26883808	0.21601672	0.24478655	0.34234223	0.26080167	0.34846598	0.17872298	0.2807852	0.29893717	0.32929072	0.35096565	0.256202	0.37198323	0.3606394	0.25831482	0.3461869	0.27544045	0.29045853	0.2726572	0.3159027	0.22308448	0.3477403	0.2910474	0.26035503	0.17402925	0.2579721	0.23471372	0.28804767	0.2412023	0.2986779	0.1790401	0.31602648	0.2597196	0.19759387	0.24863474	0.31353503	0.27961728	0.3531635	0.21536334	0.34637275	0.28198585	0.3140674	0.31762525	0.24812177	0.23761563	0.23836389	0.21867384	0.18217482	0	0.21266145	0.28206244	0.3092315	0.36514527	0.3132177	0.34313703	0.23384523	0.23692489	0.24298252	0.281794	0.18837157	0.26963013	0.2834195	0.3301945	0.2446787	0.300941	0.30444196	0.35600653	0.34048033	0.32388893	0.2353356	0.3076691	0.29503697	0.3301466	0.2769609	0.35239485
Berry Blossom (dwarf)	0.285471	0.21693265	0.34789738	0.3194312	0.35353887	0.25560993	0.25279012	0.2824333	0.3503324	0.3016724	0.33099985	0.3149882	0.31670088	0.25996998	0.2733238	0.2883721	0.30164477	0.3041843	0.22482972	0.30251563	0.27969784	0.35757735	0.3263059	0.3565715	0.27099535	0.28528577	0.3438913	0.24355301	0.34563178	0.2975894	0.26053777	0.33836678	0.28269446	0.3185568	0.23104121	0.29281065	0.3315319	0.34442037	0.27222645	0.31374747	0.35248575	0.35485682	0.25405857	0.2640336	0.23789199	0.3438018	0.3185007	0.35225177	0.2289722	0.36006764	0.32936227	0.27813193	0.2685779	0.33073476	0.28809044	0.3196215	0.33465165	0.3520343	0.299394	0.28418884	0.27509478	0.27565795	0.32360077	0.28205612	0.3304255	0.28377676	0.2877435	0.30024028	0.2626616	0.28969935	0.3176054	0.27583554	0.3322373	0.2408007	0.18844809	0.25504464	0.27679864	0.3283044	0.29539075	0.3409582	0.28534648	0.29288852	0.272012	0.34199113	0.19160981	0.30119604	0.2998925	0.33617088	0.284796	0.33694294	0.32029107	0.34260976	0.33950156	0.3361582	0.2317097	0.33521482	0.2880233	0.22548498	0.28376406	0.31446108	0.2830686	0.32202354	0.25482875	0.36034676	0.2322096	0.2507066	0.32539663	0.3249735	0.31026798	0.3341018	0.23280373	0.3442402	0.3274034	0.19347654	0.23819277	0.2792876	0.16356026	0.27861497	0.34504208	0.24991637	0.35172668	0.2381063	0.3040639	0.30197772	0.3333417	0.34683642	0.2852617	0.36959413	0.3592985	0.29408747	0.3453285	0.298213	0.30348608	0.29923493	0.27345467	0.24556622	0.35240254	0.29184628	0.2704857	0.22042009	0.2817934	0.26504263	0.3074265	0.19725768	0.3050605	0.2244371	0.32652357	0.27298585	0.25952107	0.23399125	0.32873675	0.27737057	0.35627463	0.28173777	0.34138307	0.2903099	0.30080986	0.33025217	0.24223533	0.24264556	0.2761022	0.26910457	0.22647959	0.21266145	0	0.2877611	0.27612603	0.3637398	0.3218235	0.34134957	0.27065462	0.25799242	0.2752809	0.3015094	0.24630219	0.28836164	0.30366448	0.3369866	0.27524555	0.29973876	0.28716266	0.35628742	0.3374789	0.27920422	0.26127484	0.29768404	0.30125335	0.28754374	0.26829088	0.35916808
NY Feral 2019	0.30245113	0.28388935	0.323808	0.30271503	0.34012356	0.29639798	0.29442778	0.2810149	0.3293013	0.31737462	0.31778833	0.29981485	0.2989745	0.30031374	0.3021106	0.28737843	0.2923547	0.3074605	0.2761466	0.27161318	0.2975467	0.34457883	0.31230858	0.33948156	0.28582996	0.29187477	0.33203995	0.30469674	0.32658988	0.28187287	0.29940403	0.31930017	0.28438547	0.3014787	0.29493192	0.32004073	0.30768386	0.33310917	0.31897438	0.30100998	0.3442972	0.33707607	0.2674667	0.30165088	0.30990264	0.3290546	0.30461988	0.33489913	0.28717244	0.33785698	0.30880716	0.30343375	0.29760042	0.3176053	0.29138246	0.30057567	0.30768937	0.34209013	0.28702748	0.30027616	0.3020787	0.2902384	0.30472544	0.2970685	0.32197574	0.28062755	0.30481145	0.2898582	0.30086672	0.27600336	0.30120572	0.2970782	0.3165892	0.2942076	0.30440322	0.30035007	0.2752877	0.31568563	0.28518885	0.32150853	0.2555328	0.26686302	0.30309114	0.32338014	0.27762878	0.28720835	0.32081607	0.31604752	0.2543703	0.3186354	0.3047323	0.31987488	0.3195488	0.31589863	0.26562238	0.32382712	0.29371992	0.27693447	0.26546276	0.2957485	0.28444776	0.3044346	0.29436564	0.34496415	0.27493292	0.28345507	0.3110018	0.30409554	0.29633832	0.31856146	0.29806754	0.33205628	0.3099733	0.28616467	0.2838109	0.29640818	0.27075157	0.29483795	0.33051187	0.30617324	0.33222172	0.27565622	0.2748601	0.29222548	0.31718215	0.32877436	0.27021864	0.35400873	0.3414908	0.2948261	0.3301108	0.27410161	0.28567806	0.2799365	0.29554683	0.2994079	0.32976243	0.3141039	0.30585882	0.27428904	0.26963848	0.2899353	0.27341107	0.29816404	0.305899	0.273246	0.3056919	0.2947028	0.29856044	0.29278177	0.30398217	0.2822089	0.33723596	0.2950633	0.32786286	0.29531848	0.2874763	0.30069453	0.29256442	0.30329534	0.29385987	0.30545613	0.26942337	0.28206244	0.2877611	0	0.30571675	0.34705454	0.30468488	0.3281012	0.2887815	0.28114903	0.27454814	0.26959506	0.2952679	0.25476986	0.31839085	0.32364482	0.307812	0.2836429	0.30985692	0.33701056	0.32855475	0.30119526	0.2978616	0.2908826	0.26922148	0.31171295	0.29592305	0.34399322
BaOx (B)	0.28128836	0.30803972	0.3569826	0.31351867	0.35999766	0.30592906	0.31091064	0.31488785	0.35668978	0.3231921	0.3350138	0.32423776	0.31520095	0.3166659	0.28548318	0.3064718	0.31283364	0.26969272	0.32319978	0.31483263	0.26469675	0.3636396	0.34124586	0.35381347	0.32300556	0.31126451	0.35814762	0.29783353	0.34626505	0.31297737	0.299522	0.3494395	0.3158249	0.3335593	0.28793764	0.2800798	0.33742896	0.34412196	0.31086317	0.32979512	0.35934964	0.3568317	0.3046334	0.32422024	0.28772488	0.3585369	0.32948202	0.35842314	0.31844544	0.35194603	0.33881587	0.3145826	0.29464203	0.33078462	0.30815107	0.32019395	0.3455225	0.37201592	0.31201178	0.3308345	0.2935782	0.3153112	0.32165858	0.31634694	0.3518404	0.29545453	0.2908044	0.31313884	0.30403388	0.32213542	0.32417637	0.31923997	0.3320016	0.30655557	0.29620966	0.28343764	0.17738396	0.33056197	0.30687937	0.34617582	0.30905303	0.3080749	0.29170176	0.35488954	0.28962594	0.30872333	0.2886899	0.34783205	0.31007236	0.34849358	0.32936296	0.34504083	0.34890738	0.33191317	0.30085537	0.34025872	0.31543526	0.32196242	0.30926085	0.33154854	0.30990395	0.3355799	0.29482877	0.360371	0.32268938	0.28070933	0.34081858	0.3387737	0.3217912	0.347982	0.30840358	0.35456234	0.3432099	0.27552345	0.28843373	0.28790942	0.3044636	0.31894875	0.34634712	0.28867424	0.35226837	0.32156196	0.31891742	0.3057003	0.34402063	0.35682487	0.31156963	0.36468384	0.36098167	0.31051314	0.36006415	0.31432703	0.3061934	0.3107524	0.26473743	0.28989688	0.35964802	0.3107696	0.29294428	0.321833	0.30434573	0.3040451	0.3018341	0.27682194	0.28862214	0.3191296	0.33873272	0.27431977	0.30854467	0.28786388	0.32052585	0.24512008	0.35431078	0.3303655	0.36132434	0.31114936	0.29922804	0.33569768	0.28227258	0.28293225	0.320365	0.33586538	0.3197705	0.3092315	0.27612603	0.30571675	0	0.36069325	0.3355872	0.3597056	0.3117299	0.2964647	0.2919709	0.3125015	0.32070112	0.31217334	0.3299146	0.34780115	0.3225739	0.30994052	0.27931562	0.35920793	0.3540127	0.24481934	0.31632435	0.2731044	0.31420577	0.2644022	0.25720233	0.35940915
Portugal	0.36074984	0.35551625	0.26021132	0.3389547	0.25475943	0.34213293	0.35491288	0.35874984	0.25805607	0.34021035	0.30354378	0.33166176	0.33061075	0.35008925	0.3652049	0.36472762	0.3402962	0.3631613	0.36442596	0.36297286	0.36421776	0.23066486	0.2924283	0.24503873	0.36204338	0.36014923	0.23155488	0.3693737	0.29749283	0.33293527	0.35038844	0.26233652	0.3569059	0.31965357	0.34564015	0.36219886	0.30364183	0.28415465	0.36314744	0.32943603	0.2543592	0.2744073	0.35614198	0.33757654	0.36731708	0.2589254	0.29814705	0.25661364	0.3590132	0.2557441	0.2999693	0.36164576	0.36175227	0.31811252	0.35424715	0.33885315	0.32770744	0.25208375	0.340182	0.35431847	0.36410743	0.35804597	0.34615567	0.344278	0.26358172	0.3634954	0.36249426	0.33732715	0.34764996	0.35077065	0.31476724	0.359078	0.30113563	0.36157975	0.36559176	0.36405	0.3568838	0.30065712	0.33897442	0.32877508	0.361718	0.35474133	0.3554327	0.30516914	0.36882442	0.33406046	0.35383096	0.31476498	0.3618761	0.27743098	0.31425244	0.32269922	0.3048754	0.3102954	0.36845714	0.3002865	0.35714445	0.36231235	0.35554197	0.30298805	0.36230966	0.30309165	0.35568354	0.25564918	0.35950392	0.36852124	0.29022247	0.29889598	0.3561263	0.2947675	0.3627826	0.25601226	0.29842252	0.37212238	0.36360458	0.35375705	0.36840132	0.35811433	0.28133076	0.36667898	0.26000324	0.36369058	0.36647826	0.33623508	0.27551445	0.23648857	0.35114706	0.22626925	0.23025168	0.3603441	0.21791294	0.36449394	0.3520646	0.35641366	0.3643287	0.3575599	0.25992495	0.3720603	0.35949472	0.36027238	0.3534442	0.3656651	0.35343617	0.36074227	0.33709788	0.3620438	0.2907521	0.3564288	0.36468658	0.36557493	0.32197818	0.35609826	0.2831711	0.35999858	0.2568117	0.34484553	0.34341192	0.34008363	0.35603517	0.3718199	0.36129287	0.34152743	0.3631085	0.36514527	0.3637398	0.34705454	0.36069325	0	0.28736973	0.258258	0.35619107	0.35724598	0.36832353	0.36204237	0.36597234	0.36194128	0.32044527	0.27838677	0.34509447	0.33026823	0.3549062	0.25246072	0.24573864	0.3632656	0.34915116	0.35332063	0.36055103	0.36599368	0.3617326	0.26374203
Georgina	0.3301097	0.3130247	0.2895127	0.31965345	0.28809604	0.30401334	0.31647396	0.3305089	0.28179	0.3058802	0.2770345	0.29677317	0.31644928	0.3174501	0.33634636	0.33306888	0.30320635	0.34383202	0.31905037	0.33444077	0.32819876	0.29501194	0.22172701	0.2956107	0.3283241	0.3300045	0.2740258	0.33097473	0.31132004	0.29771414	0.3294906	0.2658502	0.32498917	0.27906978	0.31846046	0.33689648	0.25395608	0.30009443	0.33306137	0.28699857	0.28400725	0.29142675	0.31621686	0.32048059	0.3339107	0.27520126	0.27218384	0.2790437	0.31288478	0.28628716	0.24843384	0.33086532	0.32028955	0.28558224	0.32667473	0.3229977	0.28869963	0.28560653	0.2984809	0.3210154	0.33795545	0.3239212	0.32719684	0.32408363	0.27276176	0.33873808	0.33503613	0.30131024	0.3141293	0.3031502	0.30207992	0.32699606	0.26282525	0.3303807	0.33408046	0.34036672	0.31617254	0.3033295	0.29994527	0.30323905	0.32062155	0.3122161	0.33240503	0.2603324	0.31930417	0.30761507	0.33134064	0.2662484	0.31855357	0.26183677	0.2936778	0.28695497	0.25894463	0.27846977	0.31989923	0.27239612	0.3256917	0.31407544	0.31139413	0.2753138	0.32920158	0.29824862	0.3172238	0.2928493	0.31086358	0.32407767	0.23773251	0.25176165	0.32563478	0.25543785	0.32750732	0.281508	0.24652803	0.3214833	0.3207408	0.31150976	0.3249094	0.3227966	0.2815341	0.34036145	0.28697643	0.3142359	0.34302497	0.30325124	0.26307547	0.27627075	0.30344543	0.29439542	0.2910202	0.33233693	0.27538842	0.3354783	0.32470182	0.3269904	0.3289567	0.31873077	0.28292906	0.3465925	0.33070734	0.31241232	0.30781204	0.32166442	0.31871337	0.33586678	0.32616583	0.3154804	0.24697424	0.3312646	0.328013	0.32559493	0.29630786	0.3153488	0.2958128	0.32478076	0.27661988	0.31573048	0.30785245	0.30438143	0.3194478	0.34044793	0.3280407	0.31571457	0.3185704	0.3132177	0.3218235	0.30468488	0.3355872	0.28736973	0	0.2751041	0.32983574	0.30954006	0.3181014	0.33269754	0.3291223	0.32229584	0.3071554	0.2659595	0.32018387	0.2954976	0.33008036	0.28474483	0.26956046	0.34093073	0.3255089	0.32983363	0.33245403	0.34194908	0.31789428	0.2898719
Hlesia	0.3554327	0.33558604	0.23294137	0.33336383	0.25607383	0.32272124	0.33686593	0.35259515	0.24127337	0.33692163	0.29826155	0.31764296	0.32406694	0.3458065	0.36077702	0.35741335	0.3192945	0.35856688	0.34119144	0.3544299	0.34682545	0.24940039	0.2816511	0.2722509	0.35265094	0.3540464	0.2378402	0.3604149	0.29825518	0.30950302	0.33599353	0.2397859	0.350316	0.29969218	0.33162737	0.35660493	0.29024887	0.2767655	0.34964883	0.30721244	0.26099938	0.27302673	0.34165055	0.3298226	0.35760692	0.24509425	0.27903754	0.23909517	0.33361438	0.2555389	0.2884122	0.35280895	0.34150192	0.30846104	0.35451928	0.32679477	0.31016105	0.25221917	0.317432	0.34761766	0.35743225	0.35292876	0.33578965	0.33091336	0.23941396	0.36079386	0.35446048	0.32042107	0.32944432	0.32703924	0.3027538	0.3511411	0.28999168	0.35459507	0.35800165	0.3605547	0.33794066	0.29187894	0.32095802	0.32799456	0.34174982	0.33765078	0.35019436	0.29378384	0.34755456	0.3180284	0.351569	0.2961447	0.34099597	0.25973082	0.30993456	0.32279298	0.2952986	0.3104902	0.3456179	0.28871393	0.35009012	0.33794075	0.3374521	0.28712186	0.3572766	0.29638636	0.33836263	0.25615445	0.3381711	0.34307826	0.2808187	0.281032	0.3488309	0.28233027	0.35518938	0.24134701	0.279675	0.34826183	0.3463105	0.33556557	0.34625682	0.3498681	0.27419925	0.3629001	0.2586788	0.34082696	0.360789	0.32467628	0.25448212	0.234242	0.32896993	0.25551632	0.25881675	0.35819778	0.24135748	0.3541427	0.34753993	0.3507657	0.348704	0.33866906	0.23675111	0.36554337	0.35609102	0.33781874	0.33115166	0.34391573	0.3470133	0.35301247	0.32907093	0.34094918	0.27618045	0.3502568	0.35797966	0.34847966	0.30040324	0.34266058	0.2854652	0.35090196	0.23471865	0.32970664	0.32546908	0.32273895	0.3414643	0.36783415	0.35088202	0.33642596	0.34455588	0.34313703	0.34134957	0.3281012	0.3597056	0.258258	0.2751041	0	0.35134548	0.33480164	0.34018412	0.35397428	0.3562581	0.34241453	0.32211065	0.25735152	0.34210858	0.3098824	0.34766605	0.2657154	0.24231368	0.36250347	0.34564605	0.34697938	0.35359183	0.35988772	0.34598297	0.25392964
Suver Haze	0.2672558	0.2652925	0.35780242	0.3142296	0.35411933	0.26745942	0.26428092	0.24084148	0.35720932	0.29179713	0.32518077	0.3198715	0.31219155	0.24214105	0.2708343	0.26016584	0.31172612	0.3009437	0.25558057	0.27317137	0.3152397	0.3568536	0.3310919	0.35291725	0.20943618	0.25499576	0.35686284	0.25217733	0.34656426	0.31194675	0.2916799	0.35114825	0.22975369	0.32989627	0.287027	0.2968817	0.33605534	0.3470048	0.2924353	0.32840917	0.35204998	0.3401064	0.27964464	0.26471776	0.25519598	0.35262978	0.33152887	0.35934237	0.26256356	0.3499258	0.33725387	0.26997405	0.25603068	0.3231809	0.2136436	0.31964433	0.3325263	0.36953974	0.30753323	0.1970239	0.24707933	0.22461629	0.32150474	0.24571788	0.3493652	0.29753783	0.26920962	0.30924842	0.28042725	0.26566228	0.32598063	0.23468727	0.32726648	0.22098184	0.25290796	0.26984	0.28718284	0.327357	0.30400047	0.31998637	0.27468243	0.28485155	0.2706131	0.34557825	0.2337715	0.31406918	0.30448982	0.3443867	0.2736646	0.34315488	0.31500864	0.3420594	0.34882602	0.3314576	0.25012404	0.33509016	0.20580107	0.25049797	0.271772	0.30821332	0.20438515	0.31169406	0.24454407	0.3571922	0.2578769	0.2673561	0.33774626	0.33510178	0.22069205	0.34381786	0.24941869	0.35793427	0.3391152	0.24247432	0.26408854	0.28633553	0.22529289	0.21912578	0.343448	0.27891183	0.3446844	0.25397316	0.28593642	0.31275216	0.34554207	0.3542553	0.25940242	0.36487886	0.35410455	0.21026796	0.35771194	0.26547787	0.26746073	0.26951337	0.32330704	0.26890382	0.3618222	0.28866544	0.25555417	0.24614838	0.2661137	0.26154336	0.28767022	0.25447005	0.31077966	0.25519747	0.33699548	0.28824043	0.24149628	0.27853584	0.32616153	0.2903589	0.35174066	0.22668272	0.35336667	0.29181704	0.3067828	0.3244266	0.2941899	0.26250973	0.20202091	0.2657479	0.25813794	0.23384523	0.27065462	0.2887815	0.3117299	0.35619107	0.32983574	0.35134548	0	0.2424519	0.25939107	0.27431956	0.21782796	0.27983657	0.30133247	0.34936655	0.2663639	0.31133994	0.31531048	0.35360903	0.3528646	0.30873677	0.2622891	0.29000816	0.279741	0.32383752	0.2939338	0.35220748
